index,name,type1,type2,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total_stats,legendary,mythical,generation,Smogon_VGC_Usage_2022,Smogon_VGC_Usage_2023,Smogon_VGC_Usage_2024,Worlds_VGC_Usage_2022,Worlds_VGC_Usage_2023,Worlds_VGC_Usage_2024
902,basculegion-male,water,ghost,swift-swim,adaptability,mold-breaker,120,112,65,80,75,78,530,False,False,generation-viii,none,6.35371,0.7011,NoUsage,0.19,14.33
902,basculegion-female,water   ,ghost,  SWIFT-SWIM ,adaptability,mold-breaker   ,120,92,65,100,75,78,530,False,False,generation-viii,N/A,0.09413,0.01925,NoUsage,none,0.09
903,sneasler,fighting,poison,  PRESSURE ,  UNBURDEN ,poison-touch,80,130,60,40,80,120,510,False,False,generation-viii,no usage,3.57246,0.58493,NoUsage,0.37,38.21
904,overqwil,dark,poison   ,poison-point   ,swift-swim,intimidate,85,115,95,65,65,85,510,False,False,generation -   viii,NoUsage,0.54256,0.03725,NoUsage,NoUsage,0.04
905,enamorus-incarnate,fairy,flying,cute-charm,sem_habilidade,contrary,74,115,70,135,80,106,580,True,False,generation-viii,NoUsage,3.10634,0.22936,NoUsage,0.26,NoUsage
905,enamorus-therian,  FAIRY ,flying,overcoat,  NONE ,none    ,74,115,110,135,100,46,580,True,False,generation-viii,-,4.74553,0.58846,NoUsage,0.62,NoUsage
906,sprigatito,grass,No_type,overgrow,No_ability,  PROTEAN ,40,61,54,45,45,65,310,False,False,GERAÇAO-IX,NoUsage,0.0,0.0,zero,no usage,NoUsage
907,floragato,  GRASS ,No_type,overgrow,sem_habilidade,protean,61,80,63,60,63,83,410,False,False,generation-ix,NoUsage,0.0,N/A,   ,NULL,NoUsage
908,meowscarada,grass,dark,overgrow,No_ability,protean,76,110,70,81,70,123,530,False,False,generation-ix,NoUsage,8.53101,0.16802,-,NoUsage,0.9
909,fuecoco,fire,No_type,blaze,none,unaware,67,45,59,63,40,36,310,False,False,GERAÇAO-IX,NoUsage,NO,0.0,NoUsage,zero,NoUsage
910,crocalor,fire,No_type,blaze,no-ability   ,unaware,81,55,78,90,58,49,411,False,False,generation-ix,NoUsage,   ,0.0,no usage,NoUsage,NoUsage
911,skeledirge,fire,ghost,  BLAZE ,null   ,unaware,104,75,100,110,75,66,530,False,False,generation-ix,NoUsage,1.12313,0.05681,NoUsage,NoUsage,0.09
912,  QUAXLY ,water,No_type,torrent   ,No_ability,moxie,55,65,45,50,45,50,310,False,False,generation-ix,NoUsage,0.0,NULL,NO,NoUsage,NoUsage
913,  QUAXWELL ,water,No_type,torrent,  NONE ,moxie,70,85,65,65,60,65,410,False,False,generation-ix,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage
914,quaquaval,water   ,fighting,torrent,NULL,  MOXIE ,85,120,80,85,75,85,530,False,False,generation-ix,NoUsage,0.34212,0.01712,zero,NoUsage,0.09
915,lechonk   ,normal   ,no_type   ,aroma-veil,gluttony   ,thick-fat,54,45,40,35,45,35,254,False,False,generation-ix,   ,0.0,0.0,NoUsage,NoUsage,-
916,oinkologne,normal   ,No_type,lingering-aroma,gluttony,thick-fat,110,100,75,59,80,65,489,False,False,generation-ix,NoUsage,0.0,1e-05,NoUsage,   ,NO
916,oinkologne-f,normal,No_type,aroma-veil,gluttony,thick-fat,115,90,70,59,90,65,489,False,False,generation-ix,N/A,N/A,1e-05,NoUsage,NoUsage,no usage
917,tarountula,bug,no_type   ,insomnia   ,None,stakeout,35,41,45,29,40,20,210,False,False,generation-ix,none,NO,-,NoUsage,NoUsage,NoUsage
918,spidops,bug,  NO_TYPE ,insomnia,N/A,stakeout   ,60,79,92,52,86,35,404,False,False,generation-ix,NoUsage,0.0008,0.00124,NoUsage,N/A,NoUsage
919,nymble,bug,No_type,swarm,  N/A ,tinted-lens,33,46,40,21,25,45,210,False,False,generation-ix,NoUsage,NULL,no usage,NoUsage,NoUsage,NoUsage
920,lokix,bug,dark,swarm   ,N/A,tinted-lens,71,102,78,52,55,92,450,False,False,generation-ix,NoUsage,0.04147,0.00223,NoUsage,NoUsage,NO
921,  PAWMI ,electric   ,No_type,  STATIC ,natural-cure,  IRON-FIST ,45,50,20,40,25,60,240,False,False,generation-ix,NoUsage,0.0,0.0,NoUsage,NoUsage,   
922,pawmo,  ELECTRIC ,fighting   ,volt-absorb,natural-cure   ,  IRON-FIST ,60,75,40,50,40,85,350,False,False,generation-ix,NoUsage,0.0,0.0,NoUsage,NoUsage,zero
923,pawmot   ,electric,fighting   ,volt-absorb,natural-cure,iron-fist,70,115,70,70,60,105,490,False,False,generation-ix,NoUsage,2.10739,0.02016,   ,0.04,0.92
924,tandemaus,normal,No_type,  RUN-AWAY ,  PICKUP ,own-tempo,50,50,45,40,45,75,305,False,False,generation-ix,NoUsage,NoUsage,zero,none,   ,NoUsage
925,maushold-four,normal   ,No_type,friend-guard,cheek-pouch,technician   ,74,75,70,65,75,111,470,False,False,generation-ix,NoUsage,10.07058,0.60788,NoUsage,0.52,9.57
925,maushold-three   ,normal,no_type   ,friend-guard,cheek-pouch,technician,74,75,70,65,75,111,470,False,False,generation-ix,NoUsage,NoUsage,NoUsage,NoUsage,0.07,3.5
926,fidough,  FAIRY ,No_type,own-tempo,  NULL ,klutz   ,37,55,70,30,55,65,312,False,False,GERAÇAO-IX,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage
927,dachsbun,  FAIRY ,No_type,well-baked-body,none,aroma-veil,57,80,115,50,80,95,477,False,False,generation -   ix,NoUsage,0.15557,0.01069,zero,NoUsage,NoUsage
928,smoliv,  GRASS ,normal,early-bird,None,harvest,41,35,45,58,51,30,260,False,False,generation-ix,NULL,0.0,0.0,NoUsage,NoUsage,N/A
929,dolliv,grass,  NORMAL ,early-bird,NULL,harvest   ,52,53,60,78,78,33,354,False,False,generation-ix,NO,   ,0.0,-,NULL,NoUsage
930,arboliva,grass,normal,seed-sower,NULL,harvest,78,69,90,125,109,39,510,False,False,generation-ix,NoUsage,0.28651,0.02878,NoUsage,NoUsage,NoUsage
931,squawkabilly-green-plumage,normal,flying,intimidate   ,hustle,guts,82,96,51,45,51,92,417,False,False,generation-ix,   ,NoUsage,NoUsage,NO,NoUsage,NoUsage
931,squawkabilly-blue-plumage,normal,flying   ,intimidate   ,hustle,  GUTS ,82,96,51,45,51,92,417,False,False,generation-ix,NoUsage,NoUsage,none,NoUsage,   ,-
931,squawkabilly-yellow-plumage,normal,flying,  INTIMIDATE ,hustle,sheer-force,82,96,51,45,51,92,417,False,False,generation-ix,NoUsage,no usage,NoUsage,   ,NoUsage,NoUsage
931,squawkabilly,normal,flying,  INTIMIDATE ,hustle,sheer-force,82,96,51,45,51,92,417,False,False,generation-ix,NoUsage,0.05076,0.00686,NoUsage,   ,NoUsage
932,nacli,rock,No_type,purifying-salt,  STURDY ,clear-body,55,55,75,35,35,25,280,False,False,GERAÇAO-IX,NoUsage,0.0,NULL,NoUsage,NoUsage,NoUsage
933,naclstack   ,rock,no_type   ,purifying-salt,  STURDY ,clear-body,60,60,100,35,65,35,355,False,False,generation -   ix,NULL,0.0,no usage,NoUsage,no usage,none
934,garganacl,rock,No_type,purifying-salt,sturdy,clear-body,100,100,130,45,90,35,500,False,False,generation-ix,NoUsage,14.18784,0.37378,NoUsage,0.19,0.27
935,  CHARCADET ,  FIRE ,No_type,flash-fire,sem_habilidade,flame-body,40,50,40,50,40,35,255,False,False,generation-ix,NoUsage,0.0,0.0,NULL,NoUsage,NoUsage
936,armarouge,fire,  PSYCHIC ,  FLASH-FIRE ,  SEM_HABILIDADE ,weak-armor   ,85,60,100,125,80,75,525,False,False,generation-ix,NoUsage,17.40954,1.51837,NoUsage,5.76,2.07
937,ceruledge,fire,ghost   ,  FLASH-FIRE ,N/A,weak-armor   ,75,125,80,60,100,85,525,False,False,GEN_ix,NoUsage,2.39073,0.09082,none,0.15,0.9
938,tadbulb,electric   ,no_type   ,own-tempo,static,damp,61,31,41,59,35,45,272,False,False,generation-ix,NO,0.0,NULL,NoUsage,-,NULL
939,bellibolt,electric,No_type,electromorphosis,  STATIC ,damp,109,64,91,103,83,45,495,False,False,generation-ix,NoUsage,0.49754,0.02813,NoUsage,zero,NoUsage
940,wattrel,electric,  FLYING ,wind-power   ,  VOLT-ABSORB ,  COMPETITIVE ,40,40,35,55,40,70,280,False,False,generation-ix,   ,0.0,NoUsage,NoUsage,   ,NoUsage
941,kilowattrel,electric,flying,wind-power,volt-absorb,competitive   ,70,70,60,105,60,125,490,False,False,generation-ix,NoUsage,0.75108,0.04445,NoUsage,-,1.88
942,maschiff,dark   ,no_type   ,intimidate,run-away,stakeout,60,78,60,40,51,51,340,False,False,generation-ix,NoUsage,0.0,0.0,NoUsage,NoUsage,NO
943,mabosstiff,  DARK ,No_type,intimidate,guard-dog   ,stakeout,80,120,90,60,70,85,505,False,False,generation-ix,NoUsage,0.00471,8e-05,NoUsage,NoUsage,NoUsage
944,shroodle,  POISON ,normal,  UNBURDEN ,pickpocket   ,  PRANKSTER ,40,65,35,40,35,75,290,False,False,generation-ix,NoUsage,NULL,0.0,NoUsage,-,NoUsage
945,grafaiai,poison,normal,unburden,  POISON-TOUCH ,  PRANKSTER ,63,95,65,80,72,110,485,False,False,generation-ix,-,0.08563,0.02028,NoUsage,NoUsage,no usage
946,bramblin,grass   ,ghost,wind-rider,n/a   ,infiltrator,40,65,30,45,35,60,275,False,False,generation-ix,NoUsage,0.0,0.0,NoUsage,   ,NoUsage
947,brambleghast   ,grass,ghost,wind-rider,   ,infiltrator,55,115,70,80,70,90,480,False,False,generation -   ix,NoUsage,0.03142,0.08574,NoUsage,1.03,0.11
948,toedscool,ground,grass,mycelium-might,no-ability,  MYCELIUM-MIGHT ,40,40,35,50,100,70,335,False,False,generation-ix,NoUsage,8e-05,0.00016,zero,NoUsage,NoUsage
949,toedscruel,ground   ,grass,mycelium-might,no-ability,mycelium-might,80,70,65,80,120,100,515,False,False,generation-ix,NoUsage,0.26261,0.0115,NO,NoUsage,0.81
950,klawf,rock,No_type,anger-shell,shell-armor,regenerator,70,100,115,35,55,75,450,False,False,generation-ix,NoUsage,0.00087,2e-05,NoUsage,N/A,no usage
951,capsakid,grass,no_type   ,chlorophyll,insomnia,klutz,50,62,40,62,40,50,304,False,False,generation-ix,NULL,0.0,0.0,-,NoUsage,NoUsage
952,scovillain,grass,fire,chlorophyll,insomnia,moody,65,108,65,108,65,75,486,False,False,generation-ix,no usage,0.2182,0.01557,NoUsage,NoUsage,N/A
953,rellor,bug,No_type,  COMPOUND-EYES ,none,shed-skin,41,50,60,31,58,30,270,False,False,generation-ix,NoUsage,0.0,0.0,NULL,NoUsage,no usage
954,  RABSCA ,bug,psychic,synchronize,No_ability,telepathy,75,50,85,115,100,45,470,False,False,GEN_ix,NoUsage,0.15032,0.03631,NoUsage,0.07,   
955,flittle   ,psychic,No_type,  ANTICIPATION ,frisk,speed-boost   ,30,35,30,55,30,75,255,False,False,generation-ix,NoUsage,0.0,   ,NoUsage,N/A,NoUsage
956,espathra,psychic   ,No_type,opportunist   ,frisk,speed-boost,95,60,60,101,60,105,481,False,False,generation-ix,no usage,2.31616,0.11137,NoUsage,NoUsage,0.07
957,tinkatink,fairy,steel,mold-breaker   ,own-tempo,pickpocket   ,50,45,45,35,64,58,297,False,False,generation-ix,   ,-,NULL,zero,NoUsage,NoUsage
958,tinkatuff,fairy,steel,mold-breaker,own-tempo,pickpocket,65,55,55,45,82,78,380,False,False,GEN_ix,NULL,NULL,zero,NoUsage,no usage,NoUsage
959,tinkaton,fairy,steel,mold-breaker   ,own-tempo   ,  PICKPOCKET ,85,75,77,70,105,94,506,False,False,GEN_ix,zero,0.88283,0.75995,NoUsage,NoUsage,0.07
960,wiglett,water,No_type,gooey,rattled,  SAND-VEIL ,10,55,25,35,25,95,245,False,False,generation -   ix,NoUsage,N/A,0.0,NoUsage,NoUsage,NoUsage
961,wugtrio,  WATER ,No_type,  GOOEY ,  RATTLED ,  SAND-VEIL ,35,100,50,50,70,120,425,False,False,generation-ix,   ,0.00257,0.00134,NoUsage,N/A,NoUsage
962,bombirdier,flying   ,  DARK ,  BIG-PECKS ,keen-eye   ,rocky-payload   ,70,103,85,60,85,82,485,False,False,generation-ix,NoUsage,0.01862,0.00145,-,NO,NoUsage
963,finizen,water,no_type   ,water-veil,  NONE ,water-veil,70,45,40,45,40,75,315,False,False,generation-ix,NO,0.0,0.0,NoUsage,NoUsage,NULL
964,palafin-zero,water,No_type,  ZERO-TO-HERO ,none,zero-to-hero,100,70,72,53,62,100,457,False,False,generation-ix,NULL,NoUsage,NoUsage,NO,NoUsage,NULL
964,palafin,water,no_type   ,zero-to-hero,N/A,zero-to-hero,100,160,97,106,87,100,650,False,False,generation-ix,NoUsage,5.58393,0.2011,NULL,0.11,0.6
965,varoom,steel,poison   ,overcoat,N/A,slow-start,45,70,63,30,45,47,300,False,False,generation-ix,no usage,-,NULL,NoUsage,NoUsage,NoUsage
966,revavroom,steel   ,poison,  OVERCOAT ,N/A,filter,80,119,90,54,67,90,500,False,False,generation-ix,N/A,0.03304,0.00318,NoUsage,NoUsage,NoUsage
967,cyclizar,dragon,normal   ,shed-skin,  N/A ,regenerator,70,95,65,85,65,121,501,False,False,generation-ix,NoUsage,0.16547,0.00631,NoUsage,NoUsage,NoUsage
968,orthworm,steel,no_type   ,earth-eater,no-ability,sand-veil   ,70,85,145,60,55,65,480,False,False,GEN_ix,NoUsage,0.42344,0.33401,NoUsage,NULL,0.14
969,  GLIMMET ,rock   ,poison,toxic-debris,no-ability   ,corrosion   ,48,35,42,105,60,60,350,False,False,generation-ix,NoUsage,N/A,0.0,NoUsage,NoUsage,N/A
970,glimmora,  ROCK ,  POISON ,toxic-debris,None,corrosion,83,55,90,130,81,86,525,False,False,generation-ix,NoUsage,4.9265,10.145,NoUsage,3.73,1.62
971,greavard,ghost,No_type,pickup,NULL,fluffy,50,61,60,30,55,34,290,False,False,generation-ix,NoUsage,0.0,0.0,NoUsage,no usage,NoUsage
972,houndstone,ghost,  NO_TYPE ,  SAND-RUSH ,no_ability   ,fluffy,72,101,100,50,97,68,488,False,False,GERAÇAO-IX,   ,0.24959,0.05901,NoUsage,NoUsage,NoUsage
973,flamigo,flying,  FIGHTING ,scrappy,tangled-feet,costar,82,115,74,75,64,90,500,False,False,generation-ix,zero,0.18744,0.79832,NO,0.07,4.22
974,cetoddle,ice,No_type,thick-fat,snow-cloak   ,sheer-force,108,68,45,30,40,43,334,False,False,generation-ix,NoUsage,0.0,0.0,NoUsage,NULL,none
975,cetitan,ice   ,No_type,thick-fat,slush-rush,sheer-force   ,170,113,65,45,55,73,521,False,False,GERAÇAO-IX,NoUsage,0.30966,0.01949,no usage,0.04,NoUsage
976,veluza,water,psychic,mold-breaker,  NONE ,  SHARPNESS ,90,102,73,78,65,70,478,False,False,generation-ix,NoUsage,0.0017,0.00275,no usage,NoUsage,NoUsage
977,dondozo,  WATER ,No_type,unaware,oblivious,water-veil   ,150,100,115,65,65,35,530,False,False,generation -   ix,   ,20.03772,9.41108,NoUsage,6.66,8.1
978,  TATSUGIRI-CURLY ,dragon,water,commander,      ,storm-drain,68,50,60,120,95,82,475,False,False,generation -   ix,none,20.08095,8.95051,NoUsage,5.04,3.5
978,tatsugiri-droopy,dragon,water,commander   ,None,storm-drain   ,68,50,60,120,95,82,475,False,False,generation-ix,NoUsage,NoUsage,NoUsage,   ,0.21,0.31
978,tatsugiri-stretchy,dragon,water,  COMMANDER ,  NULL ,storm-drain,68,50,60,120,95,82,475,False,False,generation-ix,none,NoUsage,NoUsage,NoUsage,1.01,0.14
979,annihilape,fighting,ghost,vital-spirit,inner-focus,defiant,110,115,80,50,90,90,535,False,False,generation -   ix,NoUsage,8.87721,2.36712,no usage,1.14,16.8
980,clodsire,poison,ground,poison-point,water-absorb,unaware,130,75,60,45,100,20,430,False,False,generation-ix,NoUsage,0.1807,0.04868,-,NoUsage,NoUsage
981,farigiraf,normal,psychic,cud-chew   ,armor-tail,sap-sipper,120,90,70,110,70,60,520,False,False,generation -   ix,NoUsage,5.38049,16.52409,zero,10.34,2.99
982,  DUDUNSPARCE-TWO-SEGMENT ,normal,No_type,serene-grace,run-away,rattled,125,100,80,85,75,55,520,False,False,generation-ix,zero,none,NoUsage,N/A,NoUsage,NoUsage
982,dudunsparce,normal,no_type   ,serene-grace,run-away,rattled,125,100,80,85,75,55,520,False,False,GERAÇAO-IX,NoUsage,0.06809,0.03704,NoUsage,NoUsage,none
983,kingambit,dark,  STEEL ,defiant,supreme-overlord,  PRESSURE ,100,135,120,60,85,50,550,False,False,generation-ix,NoUsage,16.70045,6.41698,NoUsage,9.48,26.78
984,great-tusk,ground,fighting   ,protosynthesis,   ,None ,115,131,131,53,53,87,570,False,False,generation -   ix,NULL,14.98693,0.12689,NULL,0.21,NULL
985,scream-tail,fairy   ,psychic   ,protosynthesis,None,None ,115,65,99,65,115,111,570,False,False,generation-ix,NoUsage,4.08466,0.96318,no usage,0.37,NoUsage
986,brute-bonnet,grass,dark,protosynthesis,  NO-ABILITY ,None ,111,127,99,79,99,55,570,False,False,generation-ix,NoUsage,16.4189,0.22432,N/A,NoUsage,NoUsage
987,flutter-mane   ,ghost,fairy,protosynthesis,no-ability,None ,55,55,55,135,135,135,570,False,False,GEN_ix,zero,48.26432,59.4371,NoUsage,51.19,NoUsage
988,slither-wing,bug,fighting,protosynthesis,  SEM_HABILIDADE ,  NONE  ,85,135,79,85,105,81,570,False,False,generation-ix,NoUsage,0.69744,0.03125,NoUsage,NoUsage,NO
989,sandy-shocks   ,electric,ground,protosynthesis   ,  NONE ,None ,85,81,97,121,85,101,570,False,False,generation-ix,zero,6.73651,0.108,no usage,0.04,NoUsage
990,iron-treads,  GROUND ,  STEEL ,quark-drive,N/A,None ,90,112,120,72,70,106,570,False,False,generation -   ix,NoUsage,0.78566,0.04898,-,NoUsage,NoUsage
991,iron-bundle,ice,water,quark-drive   ,sem_habilidade,None ,56,80,114,124,60,136,570,False,False,generation-ix,none,35.91122,1.95625,NULL,9.16,no usage
992,  IRON-HANDS ,fighting   ,electric,quark-drive,No_ability,None ,154,140,108,50,68,50,570,False,False,generation-ix,zero,40.0502,7.43518,NoUsage,51.32,NoUsage
993,  IRON-JUGULIS ,dark,flying,quark-drive   ,no-ability,  NONE  ,94,80,86,122,80,108,570,False,False,generation-ix,NO,1.43599,0.17188,   ,NoUsage,NoUsage
994,iron-moth,fire,poison,quark-drive,sem_habilidade,None ,80,70,60,140,110,110,570,False,False,generation-ix,NoUsage,7.25799,0.10848,NULL,NULL,NoUsage
995,iron-thorns   ,rock,electric,quark-drive,no-ability,None ,100,134,110,70,84,72,570,False,False,generation-ix,NoUsage,0.77294,0.01672,NULL,NoUsage,N/A
996,frigibax,dragon,ice,thermal-exchange,N/A,ice-body,65,75,45,35,45,55,320,False,False,generation-ix,NoUsage,0.0,0.0,NoUsage,NoUsage,NO
997,  ARCTIBAX ,dragon,ice,thermal-exchange,sem_habilidade,ice-body   ,90,95,66,45,65,62,423,False,False,generation-ix,N/A,0.0,N/A,   ,NoUsage,NoUsage
998,baxcalibur,dragon,ice   ,thermal-exchange,N/A,ice-body,115,145,92,75,86,87,600,False,False,generation-ix,NoUsage,5.99188,1.1033,NoUsage,2.41,2.33
999,gimmighoul,ghost,  NO_TYPE ,rattled,NULL,  NONE  ,45,30,70,75,70,10,300,False,False,generation-ix,NoUsage,N/A,0.0,NoUsage,NoUsage,NoUsage
999,gimmighoul-roaming,ghost,no_type   ,run-away,      ,run-away   ,45,30,25,75,45,80,300,False,False,generation-ix,NoUsage,none,none,NoUsage,none,NoUsage
1000,  GHOLDENGO ,  STEEL ,ghost,good-as-gold   ,  SEM_HABILIDADE ,None ,87,60,95,133,91,84,550,False,False,GEN_ix,NoUsage,27.27998,8.18848,NoUsage,14.83,31.41
1001,  WO-CHIEN ,dark,grass,tablets-of-ruin,   ,None ,85,85,100,95,135,70,570,True,False,generation-ix,NoUsage,16.97695,0.2387,NoUsage,0.15,NoUsage
1002,chien-pao,  DARK ,ice,sword-of-ruin,      ,None ,80,120,80,90,65,135,570,True,False,generation-ix,NoUsage,31.75851,23.64677,NoUsage,23.51,N/A
1003,ting-lu,dark,ground   ,vessel-of-ruin,  NONE ,None ,155,110,125,55,80,45,570,True,False,generation -   ix,   ,34.01782,2.70101,NoUsage,0.13,NO
1004,chi-yu,dark,fire,beads-of-ruin,      ,None ,55,80,80,135,120,100,570,True,False,generation-ix,NoUsage,37.43244,11.29759,none,13.45,NoUsage
1005,roaring-moon   ,dragon,dark,protosynthesis,  NO_ABILITY ,None ,105,139,71,55,101,119,590,False,False,GERAÇAO-IX,NoUsage,19.51311,3.09517,zero,11.98,NoUsage
1006,iron-valiant,fairy,fighting,quark-drive,None,None ,74,130,90,120,60,116,590,False,False,generation-ix,none,1.41107,0.31759,NoUsage,NoUsage,NoUsage
1007,koraidon,fighting,dragon,orichalcum-pulse   ,  NONE ,none    ,100,135,115,85,100,135,670,True,False,generation-ix,NULL,NoUsage,5.16294,NO,no usage,NoUsage
1007,koraidon-limited-build,fighting,  DRAGON ,orichalcum-pulse,No_ability,orichalcum-pulse,100,135,115,85,100,135,670,True,False,generation-ix,NoUsage,no usage,NoUsage,   ,NoUsage,NO
1007,  KORAIDON-SPRINTING-BUILD ,fighting   ,dragon,orichalcum-pulse   ,NULL,orichalcum-pulse,100,135,115,85,100,135,670,True,False,GEN_ix,   ,NoUsage,none,no usage,NoUsage,NO
1007,koraidon-swimming-build,fighting,dragon,orichalcum-pulse,none   ,orichalcum-pulse,100,135,115,85,100,135,670,True,False,generation-ix,NoUsage,none,N/A,NoUsage,NoUsage,NO
1007,koraidon-gliding-build,  FIGHTING ,dragon,orichalcum-pulse,  NONE ,orichalcum-pulse,100,135,115,85,100,135,670,True,False,generation-ix,-,NoUsage,NoUsage,NoUsage,NoUsage,N/A
1008,  MIRAIDON ,electric   ,  DRAGON ,hadron-engine   ,  SEM_HABILIDADE ,  NONE  ,100,85,100,135,115,135,670,True,False,GERAÇAO-IX,none,   ,6.69576,NoUsage,NoUsage,NULL
1008,miraidon-low-power-mode,electric,dragon   ,hadron-engine,None,hadron-engine,100,85,100,135,115,135,670,True,False,GERAÇAO-IX,   ,NoUsage,NoUsage,NULL,NoUsage,NULL
1008,miraidon-drive-mode,electric,  DRAGON ,hadron-engine   ,   ,hadron-engine,100,85,100,135,115,135,670,True,False,generation-ix,NoUsage,zero,NoUsage,NULL,NoUsage,NO
1008,  MIRAIDON-AQUATIC-MODE ,electric   ,dragon,hadron-engine,  NONE ,hadron-engine,100,85,100,135,115,135,670,True,False,generation-ix,no usage,NoUsage,zero,N/A,NULL,NoUsage
1008,  MIRAIDON-GLIDE-MODE ,electric   ,dragon,hadron-engine,no-ability,hadron-engine,100,85,100,135,115,135,670,True,False,generation-ix,-,-,NULL,NoUsage,NoUsage,NoUsage
1009,walking-wake,water,dragon,protosynthesis,null   ,None ,99,83,91,125,83,109,590,False,False,generation-ix,NoUsage,NoUsage,3.13596,NoUsage,NoUsage,NoUsage
1010,iron-leaves,grass,psychic   ,quark-drive,none,None ,90,130,88,70,108,104,590,False,False,generation -   ix,zero,NoUsage,0.13521,NO,NoUsage,NoUsage
1011,dipplin,grass,dragon,supersweet-syrup,  GLUTTONY ,sticky-hold,80,80,110,95,80,40,485,False,False,generation-ix,NoUsage,0.34774,0.01063,zero,NoUsage,NoUsage
1012,poltchageist,grass,ghost,  HOSPITALITY ,NULL,heatproof,40,45,45,74,54,50,308,False,False,generation-ix,NoUsage,0.00688,0.0,NO,NoUsage,NoUsage
1013,sinistcha,grass,  GHOST ,hospitality,NULL,  HEATPROOF ,71,60,106,121,80,70,508,False,False,generation-ix,NoUsage,14.13466,1.52983,zero,6.16,6.73
1014,  OKIDOGI ,poison,fighting,toxic-chain,sem_habilidade,  GUARD-DOG ,88,128,115,58,86,80,555,True,False,generation-ix,NoUsage,3.8378,0.89916,NoUsage,2.28,NoUsage
1015,munkidori,poison,psychic,toxic-chain   ,  NONE ,frisk,88,75,66,130,90,106,555,True,False,generation-ix,NoUsage,1.18178,0.05182,none,0.17,NoUsage
1016,fezandipiti   ,poison,  FAIRY ,toxic-chain,none,technician,88,91,82,70,125,99,555,True,False,generation-ix,NO,1.98453,0.25786,NoUsage,0.17,NoUsage
1017,ogerpon-teal,grass,No_type,defiant,no-ability,none    ,80,120,84,60,96,110,550,True,False,GERAÇAO-IX,NoUsage,4.49847,3.3219,NoUsage,1.27,NO
1017,ogerpon-wellspring,grass,water   ,water-absorb,NULL,None ,80,120,84,60,96,110,550,True,False,generation-ix,NoUsage,18.28429,35.07103,zero,31.03,NoUsage
1017,ogerpon-hearthflame,grass,fire,  MOLD-BREAKER ,   ,None ,80,120,84,60,96,110,550,True,False,generation-ix,   ,0.00143,9.1193,NoUsage,20.54,NO
1017,ogerpon-cornerstone   ,grass,rock,sturdy   ,sem_habilidade,  NONE  ,80,120,84,60,96,110,550,True,False,generation-ix,NoUsage,3.1175,2.64764,NoUsage,2.13,NoUsage
